,review,sentiment
1550,"He tends to start with a small idea, then figure out the big idea behind his observation, then figure out the shortest way to communicate the absurdity of that imbalance - the absurdity of putting so much stock into the smallest thing possible.",positive
1551,The prospect of Kaufman's directorial debut was really exciting -- which makes the lugubrious result that much more disappointing.,negative
1552,"Pointless, charmless remake of the Preston Sturges classic.",negative
1553,"Architecture has never been more romantic than in ""Columbus,"" single-name director Kogonada's stunningly beautiful film.",positive
1554,"After Innocence is, without making it overly obvious, anti-death penalty on the grounds that a just society cannot afford to make any mistakes that we cannot attempt to rectify.",positive
1555,"The closer Happy Life gets to finally finding any joy in the fans of this pass scene, the more depressing it becomes.",positive
1556,You'll never think of your computer in the same way.,positive
1557,"This is a Neil LaBute film, and sexual fun as the average Joe might perceive it is not high on his list of priorities.",positive
1558,"The triumph of the film lies not just in the force and range of the performances, but in Minghella's creation of an intimate epic: vast landscapes mingle with the minute details of desire, and the combination is transfixing.",positive
1559,The sort of innovative storytelling that will see Where the Wild Things Are mentioned in the same breath as some of the best family films ever made.,positive
1560,"If you do decide to travel abroad, this film offers some tips on how to stay safe and sane - that is, if you can extract them from the teasingly elliptical, flashback-addled, nerve-racking narrative.",positive
1561,"Not entertaining at all, regardless of whether you believe it or not. It comes across as a bunch of talentless high school kids making a home-grown version of Jackass",negative
1562,"A curious case of a sort of ""grief peep show,"" an episodic drama with a lot hidden in its middle.",positive
1563,"Like any culmination of a long-running series, there's purpose and emotion as this blockbuster intertwines its many strands, provides a gripping payoff and paves - as always - another path forward.",positive
1564,"The story is secondary to Miles' journey of finding the resolve, strength and belief in himself needed to become a Spider-Man.",positive
1565,A sweet but inconsequential romantic comedy.,negative
1566,There are just enough Woody sight gags and one-liners for this film to keep its head above water.,negative
1567,"Even when the movie's overplayed or undercooked, its roughhousing energy grows on you.",positive
1568,"The film is a work of craft, from the actors like Mr. Downey, who can deliver a comic line with the timing of a mouse trap, to the editors, Jeffrey Ford and Lisa Lassek, upon whom so much of the movie's very elegant fluidity rests ...",positive
1569,Gregory Hines as a cyborg hunter? The casting couldn't be more perfect if Ben Vereen were cast as the lead in Terminator 5.,negative
1570,"Early on we see the guys, crammed into a small room, rip through a version of Up on Cripple Creek so transcendent it could only be played by musicians connecting on a spiritual level.",positive
1571,"Frame to frame, yawn to yawn . . .",negative
1572,"It starts off at a listless, unflattering pace, but before the show is over, the Technicolor VistaVision musical is resuscitated, finishing off with a flair. ",positive
1573,"There's an unshakable menace that lingers, a tale of guilt and regret that burrows its way under the skin.",positive
1574,"Infinity War works on a visual, narrative and emotional level.",positive
1575,McConaughey brings a rough-around-the-edges humanity to his character...whose gradual transition from homophobic swindler to altruist is handled with a refreshing degree of nuance.,positive
1576,"A new, and arguably improved, Walking Tall, starring pro wrestler-turned-actor, The Rock.",positive
1577,"Proof that Hollywood can make riveting ""true story"" dramas, even by sticking to the facts.",positive
1578,Skolimowski and Piaskowska have produced a film that takes us on a thoughtful journey that offers much to contemplate about the essence of being.,positive
1579,"[Snapping] from big to small to big to small, special effects transform Rudd into a micro-Bruce Lee. He appears to be having a blast. I know I was.",positive
1580,A gripping exercise in visual storytelling.,positive
1581,"Try and find this film, watch it and talk about it. The issues that it covers are ones that beg to be discussed, and this piece has only scratched the surface.",positive
1582,"An up-close and personal look at the psychology of war -- their war and, by extension, all war.",positive
1583,"You can't spend this much time being too cool for school and earn a sentimental rimshot--it's the boy who cried ""human.""",negative
1584,...benefits from the uniformly superb performances...,positive
1585,An intelligent cat and mouse thriller with Pacino and Williams taking turns at being the cat.,positive
1586,"Despite a fairly intriguing first hour that captures the original film's leisurely pace and street-smart mood, what finally conks Shaft's afro is a third act that lacks a compelling, forward-moving plot.",positive
1587,Misfire with Streisand doesn't know if it's funny or pitiful. But it IS depressing.,negative
1588,Unpredictable and gratifying.,positive
